"","URUT","R101","R101_NAMA","R105","R108","R111","R201","R201A","R201B","B4K1","B4K3","B4K4","B4K5","B4K6","B4K7","LAMA_TINGG","R501","R502","R503","R504A","R504B","R504C","R505","R601A","R601B1","R601B2","R602A1","R602A2","R602B","R603","R604A","R604B","R604C","R604D","R604E","R604F","R604G","R605","R606","R607","R608","R609A","R609B","R609C","R610","R701A","R701B","R702A","R702B","R703A1","R703A2","R703B","R704A","R704B","R704C","R704D","R704E","R704F","R704G","R704H","R705A","R705B1","R705B2","R705B3","R705B4","R705B5","R705B6","R706A","R706B","R706C","R706D","R706E","R706F","R706G","R706H","R706I","R706J","R707A","R707B","R707C","R708","R801A","R801B","R801C","R801D","R802","R901","R902A","R902B1","R902B2","R902B3","R902B4","R902B5","R902C","R903","R1001A","R1001B","R1001C","R1002A","R1002B","R1002C","R1002D","R1002E","R1002F","R1002G","R1002H","R1002I","R1002J","R1003A","R1003B","R1003C","R1003D","R1003E","R1003F","R1003G","R1003H","R1003I","R1003J","R1004A","R1004B","R1004C","R1004D","R1004E","R1004F","R1005","R1101A1","R1101A2","R1101A3","R1101A4","R1101A5","R1101B1","R1101B2","R1101B3","R1101C","R1102","R1103AK2","R1103BK2","R1103CK2","R1103DK2","R1103EK2","R1103FK2","R1103GK2","R1103HK2","R1103IK2","R1103JK2","R1103AK3","R1103BK3","R1103CK3","R1103DK3","R1103EK3","R1103FK3","R1103GK3","R1103HK3","R1103IK3","R1103JK3","R1103AK4","R1103BK4","R1103CK4","R1103DK4","R1103EK4","R1103FK4","R1103GK4","R1103HK4","R1103IK4","R1103JK4","R1103AK5","R1103BK5","R1103CK5","R1103DK5","R1103EK5","R1103FK5","R1103GK5","R1103HK5","R1103IK5","R1103JK5","R1103AK6","R1103BK6","R1103CK6","R1103DK6","R1103EK6","R1103FK6","R1103GK6","R1103HK6","R1103IK6","R1103JK6","R1103AK7","R1103BK7","R1103CK7","R1103DK7","R1103EK7","R1103FK7","R1103GK7","R1103HK7","R1103IK7","R1103JK7","R1104A","R1104B","R1104C","R1105","R1106A","R1106B","R1107A","R1107B","R1108","R1201","R1202","R1203","R1204","R1205","R1206A","R1206B","R1207","R1208","R1209","R1210A","R1210B","R1210C","R1210D","R1210E","R1211","R1301A","R1301B","R1301C","R1302","R1303A","R1303B","R1303C","R1304","R1305A","R1305B","R1305C","R1305D","R1306","R1401A","R1401B","R1401C","R1401D","R1402","R1403A","R1403B","R1403C","R1404","R1405A","R1405B","R1405C","R1406","R1407A","R1407B","R1408","R1409A","R1409B","R1410","R1411A","R1411B","R1411C","R1412","R1501","R1502","R1601A","R1601B","R1602","R1603","R1604A","R1604B","R1605A","R1605B","R1605C","R1605D","R1605E","R1606","R1607A","R1607B","R1608A","R1608B","R1608C","R1609A","R1609B1","R1609B2","R1609B3","R1609B4","R1609B5","R1609B6","R1609C","R1610","R1611","R1612","R1613A","R1613B","R1613C","R1614","R1615","R1616"
"17647",17647,18,"Lampung",2,10,1,6,3,3,1,1,1,40,2,9,6,9,1,1,2,3,3,8,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,NA,7,2,2,2,NA,2,3,NA,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,9,1,4,2,4,8,42,35,1,1,2,1,2,2,8,5,4,2,8,7,7,7,7,7,6,8,7,8,8,9,8,8,7,6,8,7,9,9,8,8,7,7,6,6,8,2,2,2,2,2,2,2,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,4,1,4,3,9,1,72,1,1,1,1,1,1,6,4,1,1,2,1,1,9,1,1,3,8,3,1,2,8,2,1,1,3,3,1,2,3,3,8,2,3,1,7,1,1,3,6,1,2,8,2,1,8,1,3,3,7,8,8,9,4,2,2,1,1,2,2,1,3,2,1,5,"CDX",1,NA,"AB",1,2,2,2,2,2,2,NA,4,1,3,1,1,NA,1,3,2
"52109",52109,61,"Kalimantan Barat",2,2,1,3,2,1,1,1,1,41,4,3,41,3,2,1,1,2,1,5,1,NA,NA,1,1,2,3,1,1,1,1,1,1,1,7,3,3,2,4,2,NA,7,2,2,2,NA,2,4,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,2,2,2,1,1,1,1,7,1,1,2,3,6,42,21,1,2,2,1,2,2,7,1,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,6,8,6,8,8,5,3,3,3,3,3,4,2,2,2,2,2,2,2,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,4,4,7,1,46,1,1,3,1,1,1,5,4,1,2,1,1,2,7,1,1,1,7,4,1,4,4,1,2,1,3,4,3,3,3,3,7,3,2,3,7,1,1,2,7,2,2,6,2,2,6,2,2,3,6,7,7,5,4,1,2,1,2,2,2,3,3,3,2,5,"X",1,NA,"DE",1,2,2,2,2,2,2,NA,4,2,4,2,NA,1,1,4,2
"6042",6042,12,"Sumatera Utara",1,1,1,2,1,1,2,2,2,69,2,3,37,3,2,1,1,2,1,3,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,NA,8,2,2,2,NA,2,3,NA,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,7,1,2,1,3,8,49,49,1,2,2,1,2,2,8,3,3,2,8,8,4,7,7,7,7,7,7,7,7,8,7,6,8,6,7,7,8,7,7,3,3,7,7,2,8,2,2,2,2,2,2,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,3,4,4,7,1,72,1,2,3,1,1,1,2,4,1,2,1,1,2,7,1,1,1,7,1,1,1,3,1,1,1,3,2,2,2,1,3,7,1,3,3,7,1,1,1,6,2,2,7,2,1,7,1,3,3,7,8,8,6,6,2,1,1,2,3,3,1,3,3,2,5,"BCD",1,NA,"AB",2,NA,NA,NA,NA,NA,NA,NA,4,2,4,1,2,NA,1,4,1
"45775",45775,51,"Bali",2,1,1,2,2,0,1,1,1,64,4,3,29,3,2,2,1,1,1,6,1,NA,NA,1,1,2,4,1,1,2,1,2,2,1,7,3,1,2,4,2,NA,8,3,2,2,NA,2,3,NA,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,8,1,2,1,3,7,38,10,2,2,2,1,1,3,7,4,4,1,8,8,7,7,7,7,7,7,6,7,8,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,8,2,2,2,2,2,2,2,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,4,8,1,48,1,1,1,1,3,1,1,4,1,2,1,1,2,8,1,1,2,7,1,1,1,7,2,2,2,2,7,3,2,2,1,7,1,3,3,7,2,2,2,7,2,3,8,2,2,7,2,2,3,7,8,7,6,6,1,1,2,NA,4,4,4,4,4,1,5,"ABCD",1,NA,"AB",1,2,2,2,2,1,2,"ABD",4,1,3,2,NA,2,2,4,1
"35322",35322,33,"Jawa Tengah",1,3,1,2,2,0,1,1,1,85,4,1,85,1,2,1,1,1,1,3,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,5,2,NA,4,1,NA,1,"Hernia",2,4,1,1,2,4,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,3,1,1,1,3,7,7,95,1,2,1,2,2,1,6,5,5,4,6,6,6,3,5,5,5,8,5,6,2,5,2,2,6,3,8,6,9,9,6,4,4,5,7,5,6,1,1,1,2,1,2,2,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,1,1,4,4,8,1,50,1,1,1,1,1,1,4,4,1,1,1,1,1,6,1,1,1,6,1,1,1,2,1,1,1,3,1,3,3,3,3,6,1,3,3,6,1,1,1,5,3,1,5,1,2,6,3,2,1,6,7,7,4,4,1,1,1,1,3,2,2,2,3,3,2,NA,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,4,2,4,1,2,NA,3,4,1
"32708",32708,33,"Jawa Tengah",2,9,1,2,0,2,1,1,2,65,4,2,65,2,2,1,1,2,1,5,1,NA,NA,3,4,2,4,1,1,1,1,1,2,1,6,1,2,2,5,2,NA,6,2,2,2,NA,2,3,NA,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,8,1,3,1,3,8,58,28,1,2,2,1,2,2,6,5,5,3,8,8,8,8,6,7,7,7,8,8,6,7,8,5,7,6,8,5,8,9,3,3,3,3,4,5,7,2,2,2,2,2,2,2,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,5,1,4,4,8,1,32,3,4,4,1,1,1,4,3,2,2,1,1,1,6,1,1,1,7,1,1,1,6,1,1,1,2,4,3,3,2,3,7,2,3,3,7,1,1,1,6,1,2,6,1,1,7,2,3,3,8,7,7,4,4,1,1,1,1,3,3,1,3,4,1,4,"X",2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,NA,3,2,4,1
"63541",63541,73,"Sulawesi Selatan",2,4,1,2,1,1,1,1,1,72,2,3,70,3,2,2,1,1,1,5,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,5,3,1,5,2,2,2,NA,2,4,1,3,2,3,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,4,9,28,21,1,2,2,1,2,2,7,5,4,3,7,7,7,7,7,6,7,7,6,7,7,7,6,5,6,6,7,6,7,6,4,4,4,5,4,4,7,2,2,2,2,2,2,2,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,2,5,2,4,4,7,1,35,1,4,3,1,1,1,4,2,2,2,1,2,2,4,1,1,1,6,3,1,1,4,1,1,1,1,4,3,3,3,3,8,3,2,3,6,1,1,3,6,1,1,7,1,2,7,1,3,3,8,9,9,5,3,1,3,1,1,1,1,1,1,1,1,3,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,NA,1,1,4,4
"55880",55880,63,"Kalimantan Selatan",2,8,1,4,2,2,1,1,1,39,2,5,8,5,1,1,1,2,1,7,1,NA,NA,1,1,1,4,1,1,1,1,1,1,1,7,2,1,2,4,2,NA,7,2,2,2,NA,2,4,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,9,1,3,1,3,8,42,28,1,2,2,1,2,2,8,5,4,1,8,9,8,8,6,7,4,8,8,8,8,9,8,8,8,8,9,9,8,10,5,2,2,2,2,5,8,1,2,2,2,2,2,2,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,4,9,1,48,1,1,3,1,1,1,4,4,1,2,1,1,1,7,1,1,1,7,2,1,1,6,1,1,1,3,3,2,3,1,3,8,3,3,3,8,1,1,3,6,1,2,7,2,2,8,2,3,3,8,7,8,7,7,1,1,1,1,1,1,1,1,1,5,5,"BCD",1,NA,"ABDE",1,2,1,2,2,2,2,"A",4,2,4,2,NA,2,2,2,1
"19840",19840,19,"Kepulauan Bangka Belitung",1,4,1,2,1,1,1,1,2,73,4,2,46,2,2,1,1,1,1,5,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,3,1,5,3,3,2,NA,2,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,1,1,5,1,1,2,3,6,42,21,1,2,2,1,2,2,6,2,2,2,7,7,8,8,7,7,7,8,7,7,6,8,5,4,6,4,7,7,7,5,6,5,4,6,6,6,6,2,2,2,2,2,2,2,2,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,2,2,1,4,6,1,36,1,1,4,1,1,1,5,4,1,2,2,1,2,7,1,1,3,7,1,1,2,4,1,2,2,3,3,3,3,3,2,6,3,3,3,6,1,1,1,5,2,2,6,2,1,6,3,3,3,7,7,7,4,0,1,1,2,NA,3,3,2,3,3,1,1,NA,2,2,NA,1,1,1,1,1,2,2,"A",1,3,3,2,NA,1,1,2,1
"42635",42635,35,"Jawa Timur",1,1,1,5,1,4,1,1,1,52,2,3,51,3,2,2,1,1,1,8,1,NA,NA,2,5,2,5,2,1,1,1,1,2,1,4,3,3,2,5,3,1,4,2,1,2,NA,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,6,1,3,2,3,6,28,42,1,1,1,1,2,2,6,4,4,4,5,4,6,6,6,4,10,9,6,8,4,8,3,4,5,4,9,9,10,8,6,4,2,3,4,3,8,2,2,2,2,2,2,2,2,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,3,4,4,6,3,120,1,1,1,1,3,1,4,3,1,2,1,1,1,5,1,1,1,5,3,1,3,7,1,2,1,1,5,1,1,2,2,6,1,1,3,5,1,3,3,6,1,1,6,2,2,7,3,1,3,6,6,8,7,7,3,1,1,3,4,1,1,1,4,3,2,NA,1,NA,"BE",2,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,1,1,4,3
"57428",57428,64,"Kalimantan Timur",2,13,1,3,1,2,1,1,1,37,2,4,4,4,2,2,1,2,2,7,1,NA,NA,8,1,2,1,1,1,1,1,1,1,1,7,1,2,2,1,2,NA,7,2,2,2,NA,2,4,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,8,1,3,2,3,8,50,30,1,2,2,1,1,2,8,4,4,4,10,10,8,8,8,8,8,8,8,8,8,8,8,6,4,7,8,8,8,8,7,4,4,4,4,4,8,2,2,2,2,2,2,2,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,4,4,8,1,72,1,2,3,1,1,1,2,4,1,1,1,1,1,8,1,1,3,8,1,1,1,4,1,1,1,3,5,3,3,3,3,8,3,3,1,8,1,1,1,8,1,2,7,1,1,9,3,3,3,8,8,8,7,7,1,3,1,1,1,4,4,4,1,3,5,"X",1,NA,"ABD",1,2,2,2,2,2,2,NA,4,2,4,1,2,NA,3,4,1
"1953",1953,11,"Aceh",2,6,1,3,2,1,1,1,1,66,2,1,66,1,2,2,1,1,1,0,1,NA,NA,1,2,2,5,1,1,1,1,1,1,1,7,2,2,2,5,2,NA,6,3,3,2,NA,2,3,NA,2,2,3,2,3,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,3,1,1,1,1,6,1,2,1,3,7,13,10,2,2,2,1,2,2,6,5,5,1,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,2,2,2,2,2,2,2,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,4,9,1,44,1,1,3,2,1,4,6,4,1,2,2,1,2,7,1,1,1,6,1,1,1,6,1,1,1,2,7,3,3,4,3,6,2,2,2,6,1,1,2,6,2,3,6,3,1,6,2,3,2,6,8,7,4,1,2,2,2,NA,2,2,3,3,2,3,5,"AB",2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,4,2,NA,3,3,4,4
"53119",53119,61,"Kalimantan Barat",1,3,1,5,2,3,1,1,1,41,2,5,10,5,1,2,1,4,4,6,1,NA,NA,14,4,2,1,2,2,1,1,1,1,1,7,1,1,1,2,2,NA,7,2,1,2,NA,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,8,1,4,1,4,8,35,42,1,1,1,2,1,2,8,3,3,5,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,8,1,1,2,2,1,2,2,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,4,9,1,150,1,1,3,1,1,1,6,4,1,1,1,1,1,8,1,1,3,8,1,1,1,1,1,1,1,3,1,3,3,3,3,8,1,1,1,8,1,1,2,8,1,3,8,2,1,7,3,3,3,8,6,8,11,3,1,3,1,1,1,1,1,1,1,1,5,"ABCD",1,NA,"ABDE",1,2,2,2,2,2,2,NA,4,4,4,1,2,NA,2,1,1
"26854",26854,32,"Jawa Barat",1,3,1,2,1,1,1,1,1,61,4,3,61,3,2,2,1,1,1,5,1,NA,NA,1,2,2,4,1,1,2,1,2,1,2,6,1,1,2,4,2,NA,8,2,1,2,NA,2,4,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,7,1,2,1,3,7,42,42,1,2,2,1,2,2,8,4,4,3,10,10,8,8,8,8,8,8,8,8,7,7,5,5,5,6,6,6,2,2,3,3,3,3,3,3,8,2,2,2,2,2,2,2,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,4,4,9,1,42,1,1,1,1,1,1,2,4,1,2,1,1,2,10,1,1,2,8,1,1,1,2,1,1,1,1,2,3,3,3,3,6,1,3,1,7,1,1,1,7,1,2,8,2,2,9,2,3,3,8,8,8,6,6,1,2,1,1,1,2,1,2,1,2,5,"C",1,NA,"A",1,2,2,2,2,2,2,NA,3,3,4,1,2,NA,2,3,1
"40948",40948,35,"Jawa Timur",2,3,1,6,3,3,1,1,1,53,2,3,53,3,2,2,1,1,1,7,1,NA,NA,1,2,2,4,1,1,1,1,1,1,1,8,2,2,2,4,2,NA,8,1,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,2,1,3,8,46,15,1,2,2,1,2,2,7,5,5,4,8,8,7,7,5,5,4,5,4,6,8,8,7,4,7,7,7,6,8,8,4,1,1,1,1,1,7,2,2,2,2,2,2,2,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,4,4,8,1,120,1,2,1,1,1,1,4,4,1,2,1,1,2,7,1,1,2,7,1,1,1,3,1,1,1,3,2,3,2,3,2,7,2,3,2,7,1,1,1,7,1,3,8,2,1,6,2,3,3,7,8,8,6,6,1,2,1,1,2,2,2,3,3,1,5,"X",1,NA,"AB",1,1,2,2,2,2,2,"A",3,1,3,2,NA,1,2,3,1
"30817",30817,33,"Jawa Tengah",2,7,1,3,2,1,1,1,1,40,2,4,18,4,2,1,1,2,2,6,1,NA,NA,17,1,1,3,1,2,2,1,1,2,1,7,2,2,2,3,2,NA,7,1,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,7,1,2,1,3,8,47,25,1,2,2,1,2,3,8,3,5,3,8,6,7,8,7,7,7,7,7,6,8,8,8,6,8,6,6,6,8,8,5,6,4,3,6,6,8,2,2,2,2,2,1,2,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,3,4,4,8,1,162,1,1,1,1,1,1,4,3,1,2,1,1,1,7,1,1,2,7,2,1,1,5,2,2,2,3,5,2,3,2,2,6,2,3,2,6,2,1,2,7,2,3,7,2,2,7,2,2,3,7,7,7,7,7,2,2,1,2,1,1,1,1,3,2,5,"X",1,NA,"A",1,1,2,2,2,2,2,"A",3,2,4,3,NA,NA,2,4,1
"45518",45518,36,"Banten",1,10,1,4,2,2,1,1,1,34,2,9,34,9,1,2,2,3,3,10,1,NA,NA,3,4,2,1,1,1,1,1,1,1,1,8,1,1,1,1,2,NA,8,2,1,2,NA,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,10,1,2,1,3,9,40,10,2,1,1,1,1,2,7,5,3,4,10,10,8,8,7,6,6,5,5,6,7,6,6,5,8,6,7,7,10,9,5,4,2,2,2,1,8,2,2,2,2,2,2,2,2,3,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1,4,4,10,1,76,1,1,1,1,1,1,4,4,1,1,1,1,1,10,1,1,3,9,1,1,1,2,1,1,1,1,2,3,3,3,2,5,3,3,1,9,1,1,1,8,1,2,8,1,1,9,3,3,3,10,10,5,6,6,1,2,1,2,1,1,3,1,1,1,3,NA,1,NA,"B",1,2,2,2,2,2,2,NA,3,2,4,1,1,NA,3,3,1
"64486",64486,73,"Sulawesi Selatan",1,9,1,4,2,2,2,2,2,42,2,5,1,5,2,1,1,3,2,6,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,NA,8,2,1,2,NA,2,3,NA,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,1,1,1,1,1,1,9,1,2,2,3,10,28,21,1,1,2,1,2,2,7,5,3,1,9,9,7,8,8,7,7,7,7,7,8,9,6,5,5,7,8,8,8,8,4,6,4,6,5,6,7,2,1,2,2,2,2,2,2,3,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,5,2,1,4,4,8,1,84,1,2,3,1,1,1,2,4,1,1,1,1,2,8,1,1,1,8,2,1,2,5,2,2,1,3,4,2,3,2,2,6,2,3,2,7,2,2,2,7,2,2,8,3,1,8,2,2,3,8,7,8,5,5,1,2,1,1,2,2,3,3,3,3,5,"BC",2,3,NA,1,2,2,2,2,2,2,NA,2,2,4,1,2,NA,2,3,1
